ingred_desc,ingred_code,simple_name,label
"Beef, variety meats and by-products, brain, cooked, simmered",13320,cooked oat bran,0
"Chicken, broiler, rotisserie, BBQ, drumstick, meat and skin",5359,Chicken breast,0
"Beverages, Water with added vitamins and minerals, bottles, sweetened, assorted fruit flavors",14605,Frozen Whole Sweet Green Peas (Flav R Pac),0
"Fish, halibut, Atlantic and Pacific, raw",15036,plant based fish fillet,0
"Parsnips, cooked, boiled, drained, without salt",11299,cooked oat bran,0
"Beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners",14149,Table sugar,0
"Veal, ground, cooked, broiled",17143,ground pork,0
"Spices, mustard seed, ground",2024,Steamed Curely mustard greens,0
"Beverages, coffee substitute, cereal grain beverage, powder",14236,Whole grain oat cereal,0
"Taro leaves, raw",11520,Spinach leaves,0
"Carbonated beverage, chocolate-flavored soda",14552,Chocolate,0
"Babyfood, apple-banana juice",3167,Banana chips,0
"Beef, variety meats and by-products, heart, cooked, simmered",13322,Canned Artichoke hearts,0
"Quail, cooked, total edible",43282,cooked oat bran,0
"Rhubarb, frozen, uncooked",9309,Frozen whole green beans,0
"Game meat, boar, wild, cooked, roasted",17159,Roasted seaweed,0
"Veal, leg (top round), separable lean and fat, cooked, braised",17095,cooked oat bran,0
"Fish, eel, mixed species, raw",15025,Mixed vegetable burger patty,0
"Game meat, moose, cooked, roasted",17173,roasted almonds,0
"Radishes, oriental, cooked, boiled, drained, without salt",11431,Dried corn grits/polenta,0
"Fish, caviar, black and red, granular",15012,Black tea,0
"Burdock root, raw",11104,Sourdough bread,0
"Game meat, raccoon, cooked, roasted",17182,cooked oat bran,0
"Game meat, raccoon, cooked, roasted",17182,cooked oat bran,0
"Mollusks, snail, raw",90560,snack bar (blueberry),0
"Cheese, camembert",1007,American Cheese,0
"Yogurt, Greek, plain, nonfat (Includes foods for USDA's Food Distribution Program)",1256,Yogurt,0
"Milk dessert bar, frozen, made from lowfat milk",1244,Lowfat chocolate milk,0
"Mollusks, scallop, (bay and sea), cooked, steamed",90240,Steamed Collard greens leaves and stalk,0
"Soymilk, original and vanilla, light, with added calcium, vitamins A and D",16225,Vanilla bean ice cream,0
"Cheese, Mexican, blend, reduced fat",1209,American Cheese,0
"Beverages, Energy drink, VAULT, citrus flavor",14640,Frozen Whole Sweet Green Peas (Flav R Pac),0
"Cream substitute, powdered, light",42136,Protein powder,0
"Cream substitute, liquid, light",42141,Sour cream,0
"Beverages, Orange juice, light, No pulp",14064,Pulp free orange juice,0
"Guanabana nectar, canned",9434,Banana chips,0
"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",14065,Coca cola,0
"Hearts of palm, raw",43392,Canned Artichoke hearts,0
"Syrups, corn, high-fructose",19351,Maple syrup,0
"Cheese, swiss, low sodium",43405,Low sodium chicken broth,0
"Beverages, Energy drink, ROCKSTAR",14629,Steamed Curely mustard greens,0
"Chicken, broilers or fryers, meat and skin and giblets and neck, roasted",5004,Chicken breast,0
"Cream substitute, flavored, powdered",1206,Cocoa powder,0
"Cheese, provolone, reduced fat",1208,cream cheese,0
"Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12",14156,Steamed Red chard leaves and stalk (Cal-Organic),0
"Beverages, Energy Drink, Monster, fortified with vitamins C, B2, B3, B6, B12",14627,Steamed Green beans,0
"Beet greens, raw",11086,Steamed Green beans,0
"Dandelion greens, raw",11207,Green onion,0
Natto,16113,Hunt's Tomato paste,0
"Fennel, bulb, raw",11957,Red whole grain bulgur,0
"Game meat, bear, cooked, simmered",17147,Steamed Green beans,0
"Chicken, broilers or fryers, skin only, cooked, roasted",5018,Chicken breast,0
"Pomegranate juice, bottled",9442,Pomegranate w/ seeds,0
"Macaroni, vegetable, enriched, cooked",20106,Vegetable chips,0
"Beverages, Energy drink, ROCKSTAR, sugar free",14630,Table sugar,0
"Beverages, coffee, instant, with whitener, reduced calorie",43401,brewed coffee,0
"Veal, composite of trimmed retail cuts, separable lean only, cooked",17091,Steamed Collard greens leaves and stalk,0
"Fish, pike, northern, raw",15062,Great Northern Beans,0
"Lotus root, cooked, boiled, drained, without salt",11255,cooked oat bran,0
"Pokeberry shoots, (poke), cooked, boiled, drained, without salt",11351,cooked oat bran,0
"Cress, garden, raw",11203,cream cheese,0
"Lamb, rib, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",17030,cooked oat bran,0
"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",17033,cooked oat bran,0
"Beverages, Energy drink, AMP",14625,Steamed Iceberg lettuce,0
"Babyfood, fruit, bananas with tapioca, strained",3129,Banana chips,0
"Babyfood, fruit, bananas with tapioca, junior",3280,Banana chips,0
"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D",16227,Lowfat chocolate milk,0
"Fish, sturgeon, mixed species, raw",15104,Mixed vegetable burger patty,0
"Beverages, Energy drink, AMP, sugar free",14628,Table sugar,0
"Snacks, sweet potato chips, unsalted",25012,Steamed whole sweet potato,0
"Milk, fluid, nonfat, calcium fortified (fat free or skim)",42290,Lowfat chocolate milk,0
"Babyfood, water, bottled, GERBER, without added fluoride",3024,Rice cereal (Gerber),0
"Millet, cooked",20032,plant based fish fillet,0
"Litchis, raw",9164,Tomato Ketchup,0
"Babyfood, dessert, custard pudding, vanilla, strained",3245,Vanilla bean ice cream,0
"Babyfood, dessert, custard pudding, vanilla, junior",3246,Vanilla cookies,0
"Beverages, POWERADE, Zero, Mixed Berry",14167,Mixed vegetable burger patty,0
"Candies, carob, unsweetened",19071,Unsweetened almond milk,0
"Beverages, tea, hibiscus, brewed",14649,brewed coffee,0
"Kohlrabi, raw",11241,Wheat crackers (Nabisco),0
"Pumpkin flowers, cooked, boiled, drained, without salt",11417,canned pumpkin,0
"Fish, herring, Atlantic, kippered",15042,plant based fish fillet,0
"Veal, leg (top round), separable lean and fat, cooked, roasted",17098,Beef round tip steak,0
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, raw",17035,Whole yellow peach (Prima Farms),0
"Veal, composite of trimmed retail cuts, separable lean and fat, cooked",17089,cooked oat bran,0
"Kumquats, raw",9149,Steamed butternut squash,0
"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added",11379,Steamed whole sweet potato,0
"Figs, dried, stewed",9095,brewed coffee,0
"Beverages, Acai berry drink, fortified",14056,Cranberry,0
"Snacks, peas, roasted, wasabi-flavored",25066,Roasted seaweed,0
"Chayote, fruit, raw",11149,Deep red grapefruit,0
"Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories",14031,Pomegranate w/ seeds,0
"Sweetener, syrup, agave",19912,Maple syrup,0
"Pears, dried, sulfured, stewed, without added sugar",9260,Table sugar,0
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",17096,Refried Beans,0
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",17097,Refried Beans,0
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",17097,Refried Beans,0
"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",14047,Protein powder,0
"Beverages, KELLOGG'S, SPECIAL K Protein Shake",14059,Protein powder,0
"Beverages, Energy Drink, sugar free",14061,Table sugar,0
"Peanut flour, defatted",16099,Peanuts,0
"Cheese, cheddar, nonfat or fat free",1265,Sharp Chedder Cheese,0
"Cheese, Swiss, nonfat or fat free",1266,cream cheese,0
"Beverages, MONSTER energy drink, low carb",14022,Rice cereal (Gerber),0
"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",14030,Original apple sauce (Tree top),0
"Beef, variety meats and by-products, kidneys, cooked, simmered",13324,Canned Kidney beans,0
"Game meat, beaver, cooked, roasted",17151,Steamed Green beans,0
"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",14055,Protein powder,0
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",11023,Steamed Collard greens leaves and stalk,0
"Broccoli raab, raw",11096,Frozen broccoli florets,0
"Broccoli raab, raw",11096,Frozen broccoli florets,0
"Loganberries, frozen",9167,Cranberry,0
"Sour cream, imitation, cultured",1074,Sour cream,0
"Sour cream, imitation, cultured",1074,Sour cream,0
"Blueberries, dried, sweetened",9163,Whole blueberry,0
"Broccoli raab, cooked",11097,Frozen broccoli florets,0
"Babyfood, dessert, peach yogurt",43536,Yogurt,0
"Beverages, Energy drink, VAULT Zero, sugar-free, citrus flavor",14641,Frozen Whole Sweet Green Peas (Flav R Pac),0
"Beverages, Energy drink, VAULT Zero, sugar-free, citrus flavor",14641,Frozen Whole Sweet Green Peas (Flav R Pac),0
"Babyfood, dinner, pasta with vegetables",3077,Vegetable chips,0
"Pork, cured, feet, pickled",10132,Pickles,0
"Pork, cured, feet, pickled",10132,Pickles,0
"Game meat, squirrel, cooked, roasted",17184,Steamed yellow neck squash,0
"Duck, domesticated, meat only, raw",5141,Pomegranate w/ seeds,0
"Yogurt, Greek, strawberry, lowfat",1284,Whole strawberry,0
"Yogurt, Greek, fruit, whole milk",1294,Yogurt,0
"Beverages, tea, green, brewed, regular",14278,Steamed Green beans,0
"Grapefruit juice, pink or red, with added calcium",9127,Deep red grapefruit,0
"Beverages, AMBER, hard cider",14250,Rice cereal (Gerber),0
"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium",9512,Unsweetened pitted prunes,0
"Alcoholic beverages, beer, higher alcohol",14251,Whole sweet cherry,0
"Egg, quail, whole, fresh, raw",1140,Whole brown egg,0
"Egg, quail, whole, fresh, raw",1140,Whole brown egg,0
"Yogurt, Greek, strawberry, nonfat",1285,Whole strawberry,0
"Beverages, tea, green, ready to drink, unsweetened",14261,Unsweetened pitted prunes,0
"Alcoholic beverage, beer, light, higher alcohol",14248,Whole wheat spaghetti,0
"Fish, salmon, sockeye, raw",15085,roasted almonds,0
Wasabi,27064,Wheat crackers (Nabisco),0
"Beans, yellow, mature seeds, cooked, boiled, without salt",16048,Yellow mango,0
"Yogurt, Greek, vanilla, nonfat",1286,Yogurt,0
"Beverages, coffee, ready to drink, milk based, sweetened",14179,brewed coffee,0
"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified",14093,Coca cola,0
"Beverages, tea, green, ready-to-drink, sweetened",14206,Steamed Green beans,0
"Kefir, lowfat, plain, LIFEWAY",1289,Lowfat chocolate milk,0
"Kefir, lowfat, strawberry, LIFEWAY",1290,Whole strawberry,0
"Alcoholic beverage, beer, light, low carb",14013,Rice cereal (Gerber),0
"Beverages, tea, green, ready-to-drink, diet",14190,Steamed Green beans,0
"Beverages, Malted drink mix, natural, powder, dairy based.",14311,Protein powder,0
"Alcoholic beverages, wine, rose",14253,Organic Frosted Flakes Cereals,0
"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",11502,Frozen broccoli florets,0
"Cheese, mexican, queso cotija",1267,American Cheese,0
"Margarine-like, vegetable oil-butter spread, reduced calorie, tub, with salt",42309,Vegetable juice,0
"Mollusks, octopus, common, raw",15166,Commercial Mac and Cheese,0
"Beverages, Apple juice drink, light, fortified with vitamin C",14162,Apple juice,0
"Beverages, KELLOGG'S SPECIAL K20 protein powder",14068,Protein powder,0
"Mollusks, abalone, mixed species, raw",15155,Mixed vegetable burger patty,0
"Mollusks, abalone, mixed species, raw",15155,Mixed vegetable burger patty,0
"Beverages, Powerade Zero Ion4, calorie-free, assorted flavors",14599,Frozen Whole Sweet Green Peas (Flav R Pac),0
"Peaches, dried, sulfured, stewed, without added sugar",9247,Table sugar,0
"Beverages, Energy drink, FULL THROTTLE",14626,Cottage cheese,0
"Potatoes, mashed, home-prepared, whole milk added",11657,Steamed whole sweet potato,0
"Dove, cooked (includes squab)",43287,Steamed yellow neck squash,0
"Beverages,  Energy drink, Citrus",14021,Rice cereal (Gerber),0
"Cereals ready-to-eat, BARBARA'S PUFFINS, original",8657,Whole Original English muffin (Thomas),0
"Babyfood, cookies",3213,Vanilla cookies,0
"Babyfood, grape juice, no sugar, canned",44074,Table sugar,0
"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed",3860,Multi grain cereal,0
"Passion-fruit, (granadilla), purple, raw",9231,Purple cabbage,0
"Noodles, egg, spinach, enriched, cooked",20112,Chicken Noodle Soup,0
"Sweet potato leaves, cooked, steamed, without salt",11506,Steamed whole sweet potato,0
"Chicken, broilers or fryers, back, meat and skin, cooked, stewed",5052,Chicken breast,0
"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",14038,Cranberry,0
"Cheese, fontina",1020,cream cheese,0
"Mollusks, octopus, common, cooked, moist heat",15230,Low Moisture part Skim Mozarella cheese,0
Carob flour,16055,Soy flour,0
"Radishes, hawaiian style, pickled",43142,Pickles,0
"Soup, beef broth, less/reduced sodium, ready to serve",6188,Low sodium chicken broth,0
